"mid","standard_question","standard_answer"
"364","考虑一个空气填充的矩形波导，宽边尺寸 \( a = 5\mathrm{\;cm} \)，窄边尺寸 \( b = 2\mathrm{\;cm} \)。当激励电磁波的频率为 \( 20\mathrm{\;GHz} \) 时，计算其群速度。 (结果使用科学计数法，以$ {\mathrm{g}}  $为单位，保留3位有效数字)","2.63 \times 10^{8}"
"67","在频率 \(f = 1\mathrm{GHz}\) 的情况下，一种水介质具有电导率 \(\sigma = 4\mathrm{\;S}/\mathrm{m}\) 以及相对介电常数 \(\varepsilon_{\mathrm{r}} = 81\)，试着写出磁场 \(\mathbf{H}\) 的微分方程。 (结果使用科学计数法，以$ \mathrm{E} $为单位，保留2位有效数字)","5.7 \times 10^{7}"
"367","Two circular glass plates, each of radius \( R = 5.0  \text{cm} \), are wetted with water and assembled with a uniform water layer of thickness \( h = 1.9  \mu \text{m} \) between them. Assuming complete wetting, calculate the force required to pull the plates apart in a direction perpendicular to their surfaces. (Results should be expressed with units of $ \mathrm{{kN}}  $,and rounded to 1 significant figures)"," 0.6"
"337","Six unbiased dice are rolled. Compute the probability of seeing exactly two ones. (Results should be expressed and rounded to 1 significant figures)","0.04"
"400","计算波长为 \( 0.01 \mathrm{\;nm} \) 的 X 光光子质量与波长为 \( 600 \mathrm{\;nm} \) 的可见光光子质量的值。 (结果使用科学计数法，以$ \mathrm{{kg}} $为单位，保留2位有效数字)","2.2 \times 10^{-31}"
"178","一块平面玻璃片放置在尺寸为 \( 2 \times 10^{-2} \, \text{m} \) 的方形玻璃块上，形成一层薄的平行空气隙。波长范围从 \( 0.4 \times 10^{-6} \, \text{m} \) 到 \( 1.15 \times 10^{-6} \, \text{m} \) 的光线垂直入射到玻璃片上，在空气隙的两个表面反射后产生干涉。在此波段内，仅有两个波长发生相长干涉极大，其中一个波长为 \( \lambda_1 = 0.4 \times 10^{-6} \, \text{m} \)。求空气隙的厚度。 (结果使用科学计数法，以$ \mathrm{\;m} $为单位，保留3位有效数字)","0.667 \times 10^{-6}"
"382","一个在真空中的平面电磁波沿 x 轴传播，其电场分量为：
\[ E_x = 0 \]
\[ E_y = 0 \]
\[ E_z = 30 \cos \left( 2\pi \times 10^8 t - \frac{2\pi}{3} x \right) \]
其中，\( E \) 的单位为 \( \mathrm{V}/\mathrm{m} \)，\( t \) 的单位为 \( \mathrm{s} \)，\( x \) 的单位为 \( \mathrm{m} \)。求该电磁波的频率 \( f \)。 (结果以$ \mathrm{\;{Hz}} $为单位，保留2位有效数字)"," 10"
"185","一束波长为 \(\lambda = 5 \times 10^{-7}\) 米的激光被聚焦在平面型光阴极上，聚焦光斑的直径为 \(d = 0.1\) 毫米。光阴极材料的逸出功为 \(W = 2\) 电子伏特。阳极平行于阴极放置，两者间距 \(l = 30\) 毫米，阳极上施加的加速电压为 \(V = 4\) 千伏。求阳极平面上光电子斑点的直径。 (结果保留2位有效数字)","  1.3"
"226","在一根银导线上，施加了 \( I = 2.0  \text{A} \) 的电流，其横截面积为 \( S = 5.0 \times 10^{-7}  \text{m}^2 \)。已知银的物理特性：摩尔质量 \( M = 108 \times 10^{-3}  \text{kg/mol} \)，质量密度 \( \rho_{\text{银}} = 10.5 \times 10^{3}  \text{kg/m}^3 \)，电阻率 \( \rho = 1.6 \times 10^{-8}  \Omega \cdot \text{m} \)。假设每个银原子贡献一个自由电子。附加参数：电子质量 \( m = 9.1 \times 10^{-31}  \text{kg} \)，阿伏伽德罗常数 \( N_{\text{A}} = 6.02 \times 10^{23}  \text{/mol} \)，环境温度 \( 27^\circ \text{C} \)。求电子在该导线中的平均自由程 \( \lambda \)。 (结果使用科学计数法，以$ \mathrm{\;m} $为单位，保留3位有效数字)","8.23 \times 10^{-9}"
"96","在声学实验中，一列超声波通过水介质传播，其波动方程为 \( y = 10 \times 10^{3} \cos \left( 3 \times 10^{5} t - 200 x \right) \) (m)，求该波的振幅。 (结果使用科学计数法，以$ \mathrm{A}  $为单位，保留2位有效数字)","1.0 \times 10^{-3}"
"201","The Doppler effect facilitates the detection of binary star systems that cannot be resolved telescopically due to their immense distance. The spectral lines from these stars exhibit periodic doubling, confirming orbital motion around a shared center of mass. Given that both stars have identical masses, determine the distance between them when the maximum Doppler-induced wavelength shift ratio is \( \left( \frac{\Delta \lambda}{\lambda} \right)_{\text{max}} = 1.2 \times 10^{-4} \) and this peak shift recurs every τ = 30 days. (Results should be expressed in scientific notation, with units of $ \mathrm{\;{km}} $,and rounded to 1 significant figures)","3 \times 10^{7}"
"391","为地球人造卫星求开普勒第三定律的比例常数 \( k \)。 (结果使用科学计数法，保留3位有效数字)","1.02 \times 10^{13}"
"334","物体沿 \( y \) 轴作简谐振动，振幅为 \( 12\,\text{cm} \)，周期为 \( 2\,\text{s} \)。求 \( t = 0.5\,\text{s} \) 时，物体的速度。 (结果以$ \mathrm{\;{cm}}/\mathrm{s} $为单位，保留3位有效数字)","- 18.8"
"329","一个环形铁芯的平均磁路长度为 \( 0.45 \, \text{m} \)，其上均匀缠绕着 300 匝导线。如果铁芯由硅钢材料制成，需要在铁芯内部获得 \( 0.9 \, \text{T} \) 的磁感应强度。 (结果以$ \mathrm{\;A}  $为单位，保留2位有效数字)"," 0.39"
"50","一个U形玻璃管由两个垂直的毛细管连接组成，其中左管内径为 \( 1 \, \text{mm} \)，右管内径为 \( 3 \, \text{mm} \)。水的表面张力系数为 \( \alpha \)。假设水完全润湿玻璃表面，求左右两管中水面的高度差。 (结果以$ \mathrm{\;{cm}} $为单位，保留2位有效数字)"," 2.1"
"75","有一个150匝的线圈，面积为150平方厘米。一大小为0.001 T的稳恒磁场初始时与线圈平面平行。线圈绕一与磁场方向垂直的转轴在0.1 s内转过90°，使得磁场垂直通过线圈。求平均感应电动势。 (结果以$ \mathrm{\;V} $为单位，保留2位有效数字)"," 0.015"
"113","在晴朗的白天，地球轨道处太阳辐射的功率通量约为 \( 1.3  \mathrm{kW/m^2} \)。假设太阳光为单色平面电磁波，试估计太阳表面处太阳辐射中电场的振幅。已知太阳半径为 \( 7 \times 10^{8}  \mathrm{m} \)。 (结果以$ \mathrm{{Gs}} $为单位，保留1位有效数字)","  7"
"49","一个电子在一维简谐振荡器中进行周期性振动，其角频率 \(\omega = 10^{5} \, \text{rad/s}\)，振幅 \(A = 10^{-8} \, \text{cm}\)。计算其一周所能够辐射的能量。 (结果使用科学计数法，以$ \mathrm{{eV}} $为单位，保留2位有效数字)","1.1 \times 10^{-9}"
"318","For graphite irradiated by hard X-rays, with the assumption that its electrons are free, find the magnitude of the difference between the refractive index and unity for X-rays having a vacuum wavelength of 50 pm. (Results should be expressed in scientific notation, and rounded to 2 significant figures)","5.4 \times 10^{-7}"
"92","一个长方体水箱的底面积为 \( 10  \mathrm{m}^2 \)，初始水深为 \( 3  \mathrm{m} \)。水通过一根横截面积为 \( 25  \mathrm{cm}^2 \) 的管道以 \( 2  \mathrm{m}/\mathrm{s} \) 的恒定速度被抽出。求水箱底部所受压强的变化率。 (结果以$ {\mathrm{P}} $为单位，保留1位有效数字)","5"
"221","一定量的单原子理想气体密封在一个带有可移动活塞的气缸内（活塞与气缸壁之间无摩擦且无气体泄漏）。已知气体的初始压强为 \( p_1 = 1.013 \times 10^5  \mathrm{Pa} \)，初始体积为 \( V_1 = 10^{-4}  \mathrm{m}^3 \)。首先，气体在恒定压强下加热，直至体积增大至初始体积的 2 倍。然后，在恒定体积下加热，直到压强升高至初始压强的 2 倍。最后，气体进行绝热膨胀，直至温度降回初始温度。试求整个过程中气体吸收的总热量。 (结果使用科学计数法，以$ \mathrm{\;J} $为单位，保留2位有效数字)","5.6 \times 10^{2}"
"335","一个质量为 \( m = 0.02 \, \mathrm{kg} \) 的物体沿直线做简谐运动，其振幅 \( A = 0.020 \, \mathrm{m} \)，最大速率为 \( v_{\max} = 0.030 \, \mathrm{m \cdot s^{-1}} \)。在初始时刻 \( t = 0 \)，物体的速率为 \( v = 0.030 \, \mathrm{m \cdot s^{-1}} \)。试求：在 \( t = 0.5 \, \mathrm{s} \) 时，物体所受回复力的大小。 (结果使用科学计数法，以$ \mathrm{\;N} $为单位，保留1位有效数字)","-6 \times 10^{-4}"
"272","Two containers, labeled A and B, each contain \( v = 1.2 \) moles of gaseous helium, assumed ideal. The volume ratio \( {V}_{B}/{V}_{A} = \alpha = 2.0 \), and the temperature ratio \( {T}_{A}/{T}_{B} = \beta = 1.5 \). Determine the difference in entropy \( {S}_{B} - {S}_{A} \). (Results should be expressed with units of $ \mathrm{\;J}/\mathrm{K}  $,and rounded to 2 significant figures)"," 1.0"
"247","一定质量的氮气，初始压强为1个标准大气压，初始体积为10升，初始温度为300开尔文。该气体经历一个缓慢的绝热膨胀过程，最终体积达到30升。求此过程中内能的变化量。 (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","-934"
"210","给定 \[ \frac{4n}{\sqrt{\pi}} (1.24)^2 \cdot 1 \cdot \exp(-1.24^2) = 5.0 \times 10^{10}  \text{m}^{-3} \]，其中 \( n \) 是分子数密度。求气体分子中速度分量 \( v_x, v_y, v_z \) 同时处于区间 \( v_p \) 到 \( 1.01 v_p \) 内的分子所占的比例。 (结果使用科学计数法，以$ \mathrm{N}}{\mathrm{N}}  $为单位，保留2位有效数字)","8.9 \times 10^{-7}"
"375","设法布里-珀罗干涉仪腔长为 \( 5\mathrm{\;cm} \)，使用波长为 \( 0.6\mu\mathrm{m} \) 的扩展光源进行实验。若将此干涉仪用于白光滤波，透射最强的光谱线有多少条？ (结果使用科学计数法，保留2位有效数字)","1.2 \times 10^{5}"
"311","在一个高能电子加速器中，电子可以被加速到动能为 \( E_k = 208 \times 10^9 \, \text{eV} \)。问：这样的电子动量是多少？ (结果使用科学计数法，以$ \mathrm{kg} \cdot  \mathrm{m}/\mathrm{s} $为单位，保留3位有效数字)","1.49 \times 10^{-18}"
"372","一个电荷为 \( 3.20 \times 10^{-19} \, \text{C} \)、质量为 \( 6.7 \times 10^{-27} \, \text{kg} \) 的粒子，以 \( 5 \times 10^{4} \, \text{m/s} \) 的速度在磁场中运动，其轨迹的曲率半径为 \( 4 \, \text{cm} \)。求磁感应强度的大小。 (结果使用科学计数法，保留3位有效数字)","2.82 \times 10^{-2}"
"304","在镜前 \( {0.1}\mathrm{\;{m}} \) 处放一物体，经镜子反射后得一缩小的实像，物与像相距 \( {0.16}\mathrm{\;{m}} \)。透镜焦距是多少？ (结果以$ \mathrm{\;{cm}} $为单位，保留3位有效数字)"," 3.75"
"40","A monochromatic plane wave of light with wavelength \( \lambda = 0.60 \, \mu\text{m} \) is incident perpendicularly on the front surface of a glass wedge possessing a wedge angle of \( \theta = 15^\circ \). The back face of the wedge is rendered opaque and features a single slit of width \( b = 10 \, \mu\text{m} \) oriented parallel to the apex edge. Determine the angular width of the central maximum in the Fraunhofer diffraction pattern. (Results should be expressed with units of $ { \circ $,and rounded to 2 significant figures)"," 7.3"
"225","光经过一段2 m厚的介质后，透射光强降为入射光强的60%。散射效应引起的光强损失占总损失的25%，且散射过程与吸收过程满足相同的衰减规律。求该介质的散射系数。 (结果以$ {\mathrm{\;m}}^{-1} $为单位，保留2位有效数字)"," 0.077"
"77","太阳光垂直射在一种液体表面上，该液体的折射率 \( n = 1 \)。求能量的反射率 \( R \)。 (结果保留1位有效数字)"," 0.02"
"44","Given that the ionosphere has a refractive index of \( n = 0.90 \) for radio waves at a frequency of \( v = 100 \, \text{MHz} \), compute the free electron density. (Results should be expressed in scientific notation, with units of $ {\mathrm{\;{cm}}}^{-3}  $,and rounded to 2 significant figures)","2.4 \times 10^{7}"
"109","有一个光源静止在参考系\(S\)的原点\(x = 0\)，发射出两个光脉冲\(N_{1}\)和\(N_{2}\)，分别于\(t = 0\)和\(t = \tau\)发射，参考系\(S^{\prime}\)以\(vi\)相对于\(S\)系运动，\(S^{\prime}\)系中的观察者在\(x^{\prime} = 0\)、\(t^{\prime} = 0\)收到\(N_{1}\)，假设加速后质子以保持不变的速度离去，光谱计的光轴与质子的运动方向共线。计算\(H_{\beta}\)辐射（\(\lambda = 4861.33\mathring{A}\) ）的\(\frac{v}{c}\)的一级多普勒频移。这频移是质子通过\(20\mathrm{{kV}}\)的电势差加速后辐射与平衡质子的辐射的频率差。 (结果保留3位有效数字)"," 31.7"
"266","已知太阳每秒钟以辐射形式释放 \( 3.8 \times 10^{26} \, \text{J} \) 的能量。太阳质量为 \( M_{\odot} = 2.0 \times 10^{30} \, \text{kg} \)，质子质量为 \( m_p = 1.7 \times 10^{-27} \, \text{kg} \)，日地平均距离为 \( R_{\oplus} = 1.5 \times 10^{11} \, \text{m} \)，基本电荷为 \( e = 1.6 \times 10^{-19} \, \text{C} \)。请问太阳每秒钟因辐射损失的质量是多少吨？ (结果使用科学计数法，以$ \mathrm{\;{kg}} $为单位，保留2位有效数字)","4.2 \times 10^{9}"
"390","在物理实验中，一根弦线质量为 \( 2.0\,\text{g} \)，其两固定点之间的距离为 \( 50\,\text{cm} \)。当激发其基模振动时，频率为 \( 440\,\text{Hz} \)。若需获得 \( 528\,\text{Hz} \) 的振动频率，弦线张力应为多大？ (结果以$ \mathrm{\;N} $为单位，保留3位有效数字)"," 774"
"1","一个静止的质子位于坐标原点，电子从无穷远处以初速度 \( 1.9 \times 10^{6} \, \mathrm{m/s} \) 沿径向向其运动。被捕获后，系统形成基态氢原子，并辐射出一个光子。求该光子的频率（以赫兹为单位）。 (结果使用科学计数法，以$ \mathrm{\;{Hz}} $为单位，保留3位有效数字)","2.46 \times 10^{15}"
"64","钠原子基态为 \(3\mathrm{S}\) 态。已知其共振线波长是 \(5893\mathring{A}\)，漫线系首条谱线波长为 \(8193\mathring{A}\)，基线系第一条谱线波长为 \(18459\mathring{A}\)，主线系的系限波长为 \(2413\mathring{A}\)。试求 \(3\mathrm{P}\) 谱项的项值。 (结果使用科学计数法，保留4位有效数字)","2.447 \times 10^{6}"
"74","考虑一个工作频率为 \( 2\,\mathrm{GHz} \) 的通信系统，使用矩形截面空气填充的 \( \mathrm{BJ-32} \) 波导（尺寸 \( a = 72.14\,\mathrm{mm} \), \( b = 34.04\,\mathrm{mm} \)）传输信号。在传输线起始位置（\( z = 0 \)）处，电场强度振幅为 \( 1\,\mathrm{V/m} \)。试求波在波导中传播至电场振幅减少至该起始点幅值 1% 的距离。 (结果以$ \mathrm{\;{mm}} $为单位，保留3位有效数字)"," 34.4"
"320","一可逆卡诺热机运行于高温热源 \( 127^{\circ} \mathrm{C} \) 与低温热源 \( 27^{\circ} \mathrm{C} \) 之间，每循环产生净功 \( 8000  \mathrm{J} \)。现维持低温热源温度于 \( 27^{\circ} \mathrm{C} \) 不变，提高高温热源温度，使每循环净功增至 \( 10000  \mathrm{J} \)。设两个循环均经历相同的绝热路径，试求高温热源温度提升后该卡诺热机的效率。 (结果保留3位有效数字)"," 29.4"
"79","一同轴圆柱电容器，外导体壳的内直径为 \( 4\mathrm{\;{cm}} \)，内导体柱的外直径需优化设计以提升耐压极限。电容器间填充各向同性均匀电介质，该介质的介电强度为 \( {E}_{0} = 200\mathrm{{kV}}/\mathrm{{cm}} \) 。（自然对数底数 \( \mathrm{e} = 2.7183 \) 已知）。试确定该电容器可承受的最大工作电压。 (结果以$ \mathrm{{kV}} $为单位，保留3位有效数字)"," 73.6"
"274","一艘航天器以恒定速率背离地球运动。其搭载的装置向地球方向发射一个信号脉冲，航天器上的时钟在40秒后记录到该脉冲被地球反射回来的信号。检测到的信号频率为初始发射频率的一半。在航天器接收到反射脉冲的时刻，从地球参考系测量，航天器与地球的距离是多少？ (结果使用科学计数法，保留2位有效数字)","-8.5 \times 10^{9}"
"139","在激光加工应用中，一个光脉冲具有持续时间 τ = 0.13 ms 和总能量 E = 10 J。该脉冲被聚焦到一个直径 d = 10 μm 的圆形区域，入射到垂直于光束方向、反射系数 ρ = 0.50 的表面上。计算此光脉冲所施加的平均压力。 (结果以$ \mathrm{{atm}} $为单位，保留2位有效数字)","  50"
"28","室温下，锗材料的本征载流子浓度为 \(n_i = 2.5\times10^{13}\mathrm{cm^{-3}}\)，电子迁移率为 \(\mu_n = 3600\mathrm{cm^{2}/(V\cdot s)}\)，空穴迁移率为 \(\mu_p = 1700\mathrm{cm^{2}/(V\cdot s)}\)，且迁移率不随掺杂而变化。设材料为本征状态，杂质全部电离的影响可忽略。锗原子的浓度为 \(4.4\times10^{22}/\mathrm{cm^{3}}\)。试求该锗材料的电阻率。 (结果使用科学计数法，以$ {\mathrm{n}} $为单位，保留1位有效数字)","4 \times 10^{-2}"
"239","Consider a reservoir with air temperature at \(-2{}^{ \circ  }\mathrm{C}\) and the water temperature maintained at \(0{}^{ \circ  }\mathrm{C}\). If thermal conduction is the dominant heat transfer process, and utilizing the provided data:
Thermal conductivity of water,
\[{\lambda }_{\mathrm{w}} = {0.56}\mathrm{\;W}{\mathrm{\;m}}^{-1}{\mathrm{\;K}}^{-1}\]
Thermal conductivity of ice,
\[{\lambda }_{\mathrm{i}} = {2.3}\mathrm{\;W}{\mathrm{\;m}}^{-1}{\mathrm{\;K}}^{-1}\]
Specific latent heat of fusion of ice,
\[{L}_{\mathrm{i}} = {3.3} \times  {10}^{5}\mathrm{\;J}{\mathrm{\;{kg}}}^{-1}\]
Density of water,
\[{\rho }_{\mathrm{w}} = {1000}\mathrm{\;{kg}}{\mathrm{\;m}}^{-3}\]
Density of ice,
\[{\rho }_{\mathrm{i}} = {920}\mathrm{\;{kg}}{\mathrm{\;m}}^{-3}\],
calculate the time needed for an ice layer of \(10\mathrm{\;cm}\) thickness to develop on the reservoir's surface. (Results should be expressed and rounded to 2 significant figures)","90 "
"250","在光电效应实验中，一束波长为 \( 500\,\mathrm{nm} \) 的单色光照射到钠金属表面上，该表面的逸出功为 \( 2.46\,\mathrm{eV} \)。请计算光电子的最大初动能。 (结果使用科学计数法，以$ \mathrm{\;J} $为单位，保留3位有效数字)","3.96 \times 10^{-21}"
"365","灯泡的电阻为 \( R_0 = 2 \) 欧，额定工作电压为 \( U_0 = 4.5 \) 伏，由电动势为 \( \mathcal{E} = 6 \) 伏、内阻为零的电池供电。通过一滑动变阻器将灯泡与电池连接，要求系统效率至少为 \( \eta = 0.6 \)。求可变电阻器需能承受的最大电流。 (结果保留3位有效数字)"," 2.81"
"324","对于一种有损耗介质，已知其电导率 \(\sigma = 4\mathrm{\;S}/\mathrm{m}\)，相对介电常数 \(\varepsilon_{r} = 81\)，相对磁导率 \(\mu_{r} = 1\)。当频率为 \(1\mathrm{MHz}\) 的电磁波在该介质中传播时，求其衰减常数。 (结果保留3位有效数字)","1.26"
"287","电子被限制在原子大小的空间区域（尺度约为 \( 10^{-10} \) 米）内运动，试求该电子所能达到的最小能量。 (结果使用科学计数法，保留2位有效数字)","2.4 \times 10^{-17}"
"291","一均匀玻璃管一端封闭，总长96厘米，管内有一段20厘米长的水银柱，水银柱下方封闭了一部分空气。在27摄氏度且开口端竖直朝上时，封闭空气柱的长度为60厘米。若大气压强为76厘米水银柱，求水银柱不会完全溢出的情况下，温度最高可升至多少摄氏度？ (结果保留3位有效数字)","112"
"383","If the hourly reduction in activity of \( \mathrm{Co}^{55} \) is 4.0% and its decay product is stable, determine the decay constant and mean lifetime of this radionuclide. (Results should be expressed in scientific notation, with units of $ {\mathrm{\;s}}^{-1}  $,and rounded to 2 significant figures)","1.1 \times 10^{-5}"
"53","一个真空腔的特征长度为 \( 10^{-2} \, \text{m} \)，其压强为 \( 1.33 \times 10^{-3} \, \text{Pa} \)。空气分子的碰撞直径为 \( 3 \times 10^{-10} \, \text{m} \)。计算在27℃时气体分子的平均自由程。 (结果保留2位有效数字)","10"
"171","An object with mass \( m = 0.50\,\mathrm{kg} \) is attached to a rubber cord characterized by a spring constant \( k = 50\,\mathrm{N/m} \). Calculate the maximum initial downward displacement from the equilibrium position to ensure the motion remains simple harmonic. (Results should be expressed with units of $ \mathrm{\;{cm}} $,and rounded to 2 significant figures)","10"
"8","A calorimeter with negligible heat capacity contains water of mass \( 100\,\mathrm{g} \) at \( 60^{\circ}\mathrm{C} \). A block of ice of mass \( 100\,\mathrm{g} \) at \( 0^{\circ}\mathrm{C} \) is then added to it. Calculate the entropy change of the system upon reaching thermal equilibrium. (Results should be expressed with units of $ \mathrm{\;J}/\mathrm{K} $,and rounded to 2 significant figures)","9.2"
"16","望远镜的物镜直径 \( D = 250 \) 厘米，焦距 \( f = 160 \) 米。用于观测一颗距离 \( L = 320 \) 千米、直径 \( d = 200 \) 厘米的人造地球卫星。该卫星在望远镜焦平面上所成的像的直径是多少？ (结果保留3位有效数字)"," 1.25"
"256","计算在 \( 25^{\circ}\mathrm{C} \) 下，质量为 \( 100\mathrm{\;g} \) 的氢气中单个分子的平均动能。已知氢气的摩尔质量为 \( 2\mathrm{\;g} \cdot \mathrm{mol}^{-1} \)。 (结果使用科学计数法，以$ \mathrm{\;J} $为单位，保留3位有效数字)","1.03 \times 10^{-20}"
"65","厚度均为 \( 0.2\,\mathrm{mm} \) 的铁片和铜片，在 \( 20\,\mathrm{^\circ C} \) 时，将它们的端点固定在一起，形成等长的平面双金属片，若铁和铜的线膨胀系数分别为 \( 10^{-5}\,\mathrm{^\circ C^{-1}} \) 和 \( 2 \times 10^{-5}\,\mathrm{^\circ C^{-1}} \)。当温度升高到 \( 120\,\mathrm{^\circ C} \) 时，它们将弯曲成圆弧形，在加热过程中忽略厚度的变化。试求这圆弧的半径。 (结果以$ \mathrm{\;{cm}}  $为单位，保留4位有效数字)"," 20.03"
"166","一颗小行星绕太阳作椭圆轨道运动，其近日点距太阳的距离为 \( r_{p} = 1.00 \times 10^{6} \) km，在该点的运行速度是 \( v = 500.0 \) km/s。已知轨道长半轴 \( a \) 的数值，试求出该小行星的公转周期 \( T_c \)。 (结果以$ \mathrm{\;d}  $为单位，保留2位有效数字)","  4.8"
"349","一个静止的基态氢原子被另一个运动的基态氢原子碰撞。氢原子质量为 \( 1.67 \times 10^{-27} \) 千克，电离能为 \( 13.6 \) 电子伏特（\( 2.18 \times 10^{-18} \) 焦耳）。求可能发生非弹性碰撞的最小入射速度。 (结果使用科学计数法，保留3位有效数字)","3.13 \times 10^{4}"
"244","一个物体从 \( h = 120 \, \text{m} \) 高度由静止释放，做自由落体运动。每次与地面碰撞后，其速度大小变为碰撞前的 \( \frac{1}{2} \)。取重力加速度 \( g = 10 \, \text{m/s}^2 \)。求物体从释放到完全停止运动所经过的总时间。 (结果以$ \mathrm{\;s} $为单位，保留2位有效数字)"," 18"
"356","考虑一个由金属-二氧化硅-p型硅组成的MOS电容结构。已知p型硅中的受主掺杂浓度为 \( N_A = 1.5 \times 10^{15} \, \text{cm}^{-3} \)，二氧化硅绝缘层厚度为 \( t_{\text{ox}} = 0.2 \, \mu\text{m} \)，二氧化硅的相对介电常数 \( \varepsilon_{\text{r, ox}} = 3.9 \)，硅的相对介电常数 \( \varepsilon_{\text{r, si}} = 12 \)，真空介电常数 \( \varepsilon_0 = 8.85 \times 10^{-14} \, \text{F/cm} \)，室温下硅的本征载流子浓度 \( n_i = 1.5 \times 10^{10} \, \text{cm}^{-3} \)。假设二氧化硅-硅界面处存在固定的正电荷，且测得阈值电压 \( V_T = 2.6 \, \text{V} \)。忽略金属与半导体功函数差的影响，求单位面积的固定正电荷数。 (结果使用科学计数法，以$ {\mathrm{{fc}}}  $为单位，保留3位有效数字)","1.74 \times 10^{11}"
"90","一个频率为 \( 900 \, \text{MHz} \) 的电磁平面波，其入射功率密度 \( S_m = 60\pi \times 10^{-6} \, \text{W/m}^2 \)，由自由空间垂直入射到厚度为 \( 2 \, \text{mm} \) 的无限大铜平面上。求透射进入铜板内部的功率密度 \( S_{uv} \) 等于多少？ (结果以$ \left| {S}_{w}^{\prime }\right $为单位，保留3位有效数字)"," 4.52"
"17","一根一端封闭的玻璃管长 \( {96}\mathrm{\;{cm}} \)，管内有一段 \( {20}\mathrm{\;{cm}} \) 的水银柱。在 \( {27}^{ \circ  }\mathrm{C} \) 的温度下且管口竖直向上时，封闭端气体的长度为 \( {60}\mathrm{\;{cm}} \)。试问温度至少升高到多少摄氏度，水银柱才能完全从管中排出。 (结果以$ \mathrm{\;K} $为单位，保留4位有效数字)"," 385.2"
"19","一根长度为 \( 20 \mathrm{\;cm} \) 的细杆，其中点固定有一个小质量球。杆竖直倚靠于光滑的垂直墙面，杆的下端与无摩擦地面接触。系统处于亚稳态平衡，轻微扰动后，杆的下端从墙面滑离，整个运动过程中杆保持在竖直平面内。当杆的中点接触地面时，杆立即停止运动。求此时杆的中点与墙面之间的水平距离。 (结果以$ \mathrm{\;{cm}} $为单位，保留3位有效数字)","  12.5"
"395","一根铜导线的直径为 \( 0.26 \mathrm{cm} \)，当导线内部存在 \( 3.9 \times 10^{-3} \mathrm{V}/\mathrm{m} \) 的电场时，其恒定电流为 \( 12.0 \mathrm{A} \)。现取一段长度为 \( 5.0 \mathrm{cm} \) 的导线区域，假设所有自由电子在该区域内同时生成此电场和磁场，求在垂直方向 \( 4.0 \mathrm{m} \) 远处观测点的总横向电场强度。 (结果使用科学计数法，以$ \mathrm{\;V}/\mathrm{m} $为单位，保留2位有效数字)","6.1 \times 10^{6}"
"263","For a monatomic gas in thermal equilibrium, what fraction of molecules have kinetic energies within ≤1.0% of the mean kinetic energy? (Results should be expressed and rounded to 1 significant figures)","  0.9"
"23","一个铝样本在干燥空气和湿空气环境中分别使用铜砝码进行质量测量。湿空气中水蒸气的分压为 \( 15.2\,\mathrm{mmHg} \)，大气压强为 \( 760\,\mathrm{mmHg} \)，两次测量温度均为 \( 20^{\circ}\mathrm{C} \)。所用天平的灵敏度为 \( 0.1\,\mathrm{mg} \)。已知铝的密度为 \( 2.7\,\mathrm{g/cm^3} \)，铜的密度为 \( 8.5\,\mathrm{g/cm^3} \)，\( 20^{\circ}\mathrm{C} \) 时干燥空气的密度为 \( 0.0012\,\mathrm{g/cm^3} \)，水蒸气在相同温度下的密度为 \( 0.00075\,\mathrm{g/cm^3} \)。铝样本的最小质量应为多少，才能在两种测量条件下产生可检测的质量差异？ (结果保留2位有效数字)","40"
"296","1997 年 8 月 26 日在英国伦敦举行的国际天文学研讨会上，德国普朗克天体物理研究所的研究团队宣布了他们的发现：银河系中心可能存在一个大型黑洞。他们的证据来自使用口径为 \( {3.5}\mathrm{\;m} \) 的天文望远镜对银河系中心附近的人马座区域星体进行近 6 年的观测数据。数据显示，距离银河系中心约 60 亿公里的星体正以 \( {2000}\mathrm{\;{km}}/\mathrm{s} \) 的速度围绕银河系中心旋转。基于以上数据，在经典力学的范围内（参考相关提示），通过计算确认，如果银河系中心确实存在黑洞（引力常数 \( G = {6.67} \times  {10}^{-{20}}{\mathrm{\;{km}}}^{3} \cdot  {\mathrm{{kg}}}^{-1} \cdot  {\mathrm{s}}^{-2} \)），其最大半径是多少？ (结果使用科学计数法，保留2位有效数字)","5.3 \times 10^{8}"
"156","5 g 一氧化碳等温膨胀，温度为 -23°C，压强从 2.5 atm 至 1 atm，求气体在膨胀过程中所做的功。 (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)"," 720"
"168","物体沿x轴做简谐振动，振幅为12厘米，周期为2秒。求时间为 0.5 秒时物体的位移。 (结果以$ \mathrm{\;{cm}} $为单位，保留3位有效数字)","10.4"
